A4.RH.5200,2020-06-27T09:05:06.772+02:00,49.562763,6.0780807,inboundTowardsTown,A4,117.0,1415,5.0
A4.RH.10265,2020-06-27T09:05:06.772+02:00,49.536148,6.023593,inboundTowardsTown,A4,94.0,1430,4.0
A4.RH.10259,2020-06-27T09:05:06.772+02:00,49.53619,6.0236454,inboundTowardsTown,A4,128.0,1342,3.0
A4.RH.513,2020-06-27T09:05:06.772+02:00,49.599697,6.0979266,inboundTowardsTown,A4,44.0,628,4.0
A4.HR.5200,2020-06-27T09:05:06.772+02:00,49.56289,6.078059,outboundFromTown,A4,124.0,741,3.0
A4.RH.12765,2020-06-27T09:05:06.772+02:00,49.5192,6.0013037,inboundTowardsTown,A4,116.0,1398,4.0
A4.HR.2491,2020-06-27T09:05:06.772+02:00,49.584595,6.0872116,outboundFromTown,A4,74.0,19,0.0
A4.RH.14060,2020-06-27T09:05:06.772+02:00,49.513863,5.9858747,inboundTowardsTown,A4,130.0,1495,3.0
A4.HR.11570,2020-06-27T09:05:06.772+02:00,49.527603,6.0115256,outboundFromTown,A4,115.0,811,2.0
A4.RH.3718,2020-06-27T09:05:06.772+02:00,49.57349,6.0883756,inboundTowardsTown,A4,119.0,1386,4.0
A4.HR.14060,2020-06-27T09:05:06.772+02:00,49.514038,5.9858627,outboundFromTown,A4,127.0,757,0.0
A4.HR.1460,2020-06-27T09:05:06.772+02:00,49.59372,6.089193,outboundFromTown,A4,151.0,271,0.0
A4.HR.3718,2020-06-27T09:05:06.772+02:00,49.573593,6.0881877,outboundFromTown,A4,132.0,807,3.0
A4.HR.12765,2020-06-27T09:05:06.772+02:00,49.519352,6.001215,outboundFromTown,A4,130.0,1169,2.0
A4.RH.11614,2020-06-27T09:05:06.772+02:00,49.527256,6.011059,inboundTowardsTown,A4,107.0,1464,2.0
A4.RH.1460,2020-06-27T09:05:06.772+02:00,49.59359,6.0893235,inboundTowardsTown,A4,66.0,685,2.0
A4.HR.513,2020-06-27T09:05:06.772+02:00,49.599827,6.0978985,outboundFromTown,A4,106.0,275,1.0
A4.RH.13389,2020-06-27T09:05:06.772+02:00,49.5156,5.9947,inboundTowardsTown,A4,112.0,1483,4.0
A4.HR.10265,2020-06-27T09:05:06.772+02:00,49.536285,6.023514,outboundFromTown,A4,109.0,704,3.0
A4.HR.10259,2020-06-27T09:05:06.772+02:00,49.536327,6.0235667,outboundFromTown,A4,138.0,715,2.0
A4.RH.5200,2020-06-27T09:05:06.772+02:00,49.562763,6.0780807,inboundTowardsTown,A4,117.0,1415,5.0
A4.RH.10265,2020-06-27T09:05:06.772+02:00,49.536148,6.023593,inboundTowardsTown,A4,94.0,1430,4.0
A4.RH.10259,2020-06-27T09:05:06.772+02:00,49.53619,6.0236454,inboundTowardsTown,A4,128.0,1342,3.0
A4.RH.513,2020-06-27T09:05:06.772+02:00,49.599697,6.0979266,inboundTowardsTown,A4,44.0,628,4.0
A4.HR.5200,2020-06-27T09:05:06.772+02:00,49.56289,6.078059,outboundFromTown,A4,124.0,741,3.0
A4.RH.12765,2020-06-27T09:05:06.772+02:00,49.5192,6.0013037,inboundTowardsTown,A4,116.0,1398,4.0
A4.HR.2491,2020-06-27T09:05:06.772+02:00,49.584595,6.0872116,outboundFromTown,A4,74.0,19,0.0
A4.RH.14060,2020-06-27T09:05:06.772+02:00,49.513863,5.9858747,inboundTowardsTown,A4,130.0,1495,3.0
A4.HR.11570,2020-06-27T09:05:06.772+02:00,49.527603,6.0115256,outboundFromTown,A4,115.0,811,2.0
A4.RH.3718,2020-06-27T09:05:06.772+02:00,49.57349,6.0883756,inboundTowardsTown,A4,119.0,1386,4.0
A4.HR.14060,2020-06-27T09:05:06.772+02:00,49.514038,5.9858627,outboundFromTown,A4,127.0,757,0.0
